Review ID,Valid,Topic,Text Span,Sentiment,Errors
18,False,Location,Meals well prepared and good value.,,
18,False,Location,Bus every 20 minutes to the centre of Larnaka.,,
18,False,Food,Meals well prepared and good value.,Positive,
18,False,Price,considering the price,Negative,
18,False,Off,Nothing,Negative,
19,False,Room,The room was clean and comfortable.,Positive,
19,False,Staff,The staff were very helpful and friendly.,Positive,
19,False,Staff,They were very polite and courteous.,Positive,
19,False,Location,It's close to the airport.,Positive,
19,False,Location,The location is great for travelers.,Positive,
19,False,Location,The hotel is located near the airport.,Positive,
19,False,Off,Nothing at all,Negative,
20,False,Room,clean,Positive,
20,False,Room,The room was spotless.,Positive,
20,False,Staff,friendly stuff,Positive,
20,False,Staff,Staff were lovely.,Positive,
20,False,Location,location,Positive,
20,False,Location,Great location for restaurants.,Positive,
20,False,Location,Great location for a short drive to the airport.,Positive,
20,False,Off,Not applicable,Negative,
