ID,2. Topic-relevant Text,Selected Content,Body,Label,Agree? by Nonraphan,Suggestion,Agree? by Yotsawan,Suggestion,Agree? by Nimmida,Suggestion,Final Result
1,Food,"Tasty food on the first floor, comfortable restaurant for both cozy evenings and calm work to escape the heat in the midday",,0,Yes,,Yes,,,,Yes
1,Food,"Tasty food on the first floor, comfortable restaurant for both cozy evenings and calm work to escape the heat in the midday",,0,Yes,,Yes,,,,Yes
1,Food,"Tasty food on the first floor, comfortable restaurant for both cozy evenings and calm work to escape the heat in the midday",,0,Yes,,Yes,,,,Yes
1,Food,"Tasty food on the first floor, comfortable restaurant for both cozy evenings and calm work to escape the heat in the midday",,0,Yes,,Yes,,,,Yes
1,Food,"Tasty food on the first floor, comfortable restaurant for both cozy evenings and calm work to escape the heat in the midday",,0,Yes,,Yes,,,,Yes
1,Food,"Tasty food on the first floor, comfortable restaurant for both cozy evenings and calm work to escape the heat in the midday",,0,Yes,,Yes,,,,Yes
1,Food,"Tasty food on the first floor, comfortable restaurant for both cozy evenings and calm work to escape the heat in the midday",,0,Yes,,Yes,,,,Yes
1,Food,"Tasty food on the first floor, comfortable restaurant for both cozy evenings and calm work to escape the heat in the midday",,0,Yes,,Yes,,,,Yes
1,Food,"Tasty food on the first floor, comfortable restaurant for both cozy evenings and calm work to escape the heat in the midday",,0,Yes,,Yes,,,,Yes
1,Food,"Tasty food on the first floor, comfortable restaurant for both cozy evenings and calm work to escape the heat in the midday",,0,Yes,,Yes,,,,Yes
1,Off,"on the first floor, to escape the heat in the midday, Nothing at all.",,0,Yes,,Yes,,,,Yes
1,Off,"on the first floor, to escape the heat in the midday, Nothing at all.",,0,Yes,,Yes,,,,Yes
1,Off,"on the first floor, to escape the heat in the midday, Nothing at all.",,0,Yes,,Yes,,,,Yes
1,Off,"on the first floor, to escape the heat in the midday, Nothing at all.",,0,Yes,,Yes,,,,Yes
1,Off,"on the first floor, to escape the heat in the midday, Nothing at all.",,0,Yes,,Yes,,,,Yes
1,Off,"on the first floor, to escape the heat in the midday, Nothing at all.",,0,Yes,,Yes,,,,Yes
1,Off,"on the first floor, to escape the heat in the midday, Nothing at all.",,0,Yes,,Yes,,,,Yes
1,Off,"on the first floor, to escape the heat in the midday, Nothing at all.",,0,Yes,,Yes,,,,Yes
1,Off,"on the first floor, to escape the heat in the midday, Nothing at all.",,0,Yes,,Yes,,,,Yes
1,Off,"on the first floor, to escape the heat in the midday, Nothing at all.",,0,Yes,,Yes,,,,Yes
1,Off,"on the first floor, to escape the heat in the midday, Nothing at all.",,0,Yes,,Yes,,,,Yes
1,Off,"on the first floor, to escape the heat in the midday, Nothing at all.",,0,Yes,,Yes,,,,Yes
1,Off,"on the first floor, to escape the heat in the midday, Nothing at all.",,0,Yes,,Yes,,,,Yes
1,Off,"on the first floor, to escape the heat in the midday, Nothing at all.",,0,Yes,,Yes,,,,Yes
1,Off,"on the first floor, to escape the heat in the midday, Nothing at all.",,0,Yes,,Yes,,,,Yes
2,Staff,The staff was very nice and helpful!,nice_staff,1,Yes,,Yes,,,,Yes
2,Staff,The staff was very nice and helpful!,helpful_staff,1,Yes,,Yes,,,,Yes
2,Staff,The staff was very nice and helpful!,,0,Yes,,Yes,,,,Yes
2,Staff,The staff was very nice and helpful!,,0,Yes,,Yes,,,,Yes
2,Staff,The staff was very nice and helpful!,,0,Yes,,Yes,,,,Yes
2,Staff,The staff was very nice and helpful!,,0,Yes,,Yes,,,,Yes
2,Staff,The staff was very nice and helpful!,,0,Yes,,Yes,,,,Yes
2,Staff,The staff was very nice and helpful!,,0,Yes,,Yes,,,,Yes
2,Staff,The staff was very nice and helpful!,,0,Yes,,Yes,,,,Yes
2,Staff,The staff was very nice and helpful!,,0,Yes,,Yes,,,,Yes
2,Staff,The staff was very nice and helpful!,,0,Yes,,Yes,,,,Yes
2,Staff,The staff was very nice and helpful!,,0,Yes,,Yes,,,,Yes
2,Staff,The staff was very nice and helpful!,,0,Yes,,Yes,,,,Yes
2,Staff,The staff was very nice and helpful!,,0,Yes,,Yes,,,,Yes
2,Staff,The staff was very nice and helpful!,,0,Yes,,Yes,,,,Yes
2,Room,"The room was very clean, well decorated and modern, although not big.",clean_room,1,Yes,,Yes,,,,Yes
2,Room,"The room was very clean, well decorated and modern, although not big.",well_decorated_room,1,Yes,,Yes,,,,Yes
2,Room,"The room was very clean, well decorated and modern, although not big.",modern_room,1,Yes,,Yes,,,,Yes
2,Room,"The room was very clean, well decorated and modern, although not big.",,0,No,not_big_room,No,not_big_room,,,No
2,Room,"The room was very clean, well decorated and modern, although not big.",,0,Yes,,Yes,,,,Yes
2,Room,"The room was very clean, well decorated and modern, although not big.",,0,Yes,,Yes,,,,Yes
2,Room,"The room was very clean, well decorated and modern, although not big.",,0,Yes,,Yes,,,,Yes
2,Room,"The room was very clean, well decorated and modern, although not big.",,0,Yes,,Yes,,,,Yes
2,Room,"The room was very clean, well decorated and modern, although not big.",,0,Yes,,Yes,,,,Yes
2,Room,"The room was very clean, well decorated and modern, although not big.",,0,Yes,,Yes,,,,Yes
2,Room,"The room was very clean, well decorated and modern, although not big.",,0,Yes,,Yes,,,,Yes
2,Room,"The room was very clean, well decorated and modern, although not big.",,0,Yes,,Yes,,,,Yes
2,Room,"The room was very clean, well decorated and modern, although not big.",,0,Yes,,Yes,,,,Yes
2,Room,"The room was very clean, well decorated and modern, although not big.",,0,Yes,,Yes,,,,Yes
2,Room,"The room was very clean, well decorated and modern, although not big.",,0,Yes,,Yes,,,,Yes
2,Food,"Also, the breakfast was amazing, fresh and handmade! Especially vegetarian version with humus. The cook is great, and all staff was very kind and helpful.",amazing_breakfast,1,Yes,,Yes,,,,Yes
2,Food,"Also, the breakfast was amazing, fresh and handmade! Especially vegetarian version with humus. The cook is great, and all staff was very kind and helpful.",fresh_breakfast,1,Yes,,Yes,,,,Yes
2,Food,"Also, the breakfast was amazing, fresh and handmade! Especially vegetarian version with humus. The cook is great, and all staff was very kind and helpful.",handmade_breakfast,1,Yes,,Yes,,,,Yes
2,Food,"Also, the breakfast was amazing, fresh and handmade! Especially vegetarian version with humus. The cook is great, and all staff was very kind and helpful.",amazing_vegetarian_version_with_humus,1,No,vegetarian_version_with_humus,Yes,amazing_vegetarian_version_with_humus,,,Yes
2,Food,"Also, the breakfast was amazing, fresh and handmade! Especially vegetarian version with humus. The cook is great, and all staff was very kind and helpful.",great_cooking,1,Yes,,Yes,,,,Yes
2,Food,"Also, the breakfast was amazing, fresh and handmade! Especially vegetarian version with humus. The cook is great, and all staff was very kind and helpful.",kind_staff,1,No,,No,,,,No
2,Food,"Also, the breakfast was amazing, fresh and handmade! Especially vegetarian version with humus. The cook is great, and all staff was very kind and helpful.",helpful_staff,1,No,,No,,,,No
2,Food,"Also, the breakfast was amazing, fresh and handmade! Especially vegetarian version with humus. The cook is great, and all staff was very kind and helpful.",,0,Yes,,Yes,,,,Yes
2,Food,"Also, the breakfast was amazing, fresh and handmade! Especially vegetarian version with humus. The cook is great, and all staff was very kind and helpful.",,0,Yes,,Yes,,,,Yes
2,Food,"Also, the breakfast was amazing, fresh and handmade! Especially vegetarian version with humus. The cook is great, and all staff was very kind and helpful.",,0,Yes,,Yes,,,,Yes
2,Food,"Also, the breakfast was amazing, fresh and handmade! Especially vegetarian version with humus. The cook is great, and all staff was very kind and helpful.",,0,Yes,,Yes,,,,Yes
2,Food,"Also, the breakfast was amazing, fresh and handmade! Especially vegetarian version with humus. The cook is great, and all staff was very kind and helpful.",,0,Yes,,Yes,,,,Yes
2,Food,"Also, the breakfast was amazing, fresh and handmade! Especially vegetarian version with humus. The cook is great, and all staff was very kind and helpful.",,0,Yes,,Yes,,,,Yes
2,Food,"Also, the breakfast was amazing, fresh and handmade! Especially vegetarian version with humus. The cook is great, and all staff was very kind and helpful.",,0,Yes,,Yes,,,,Yes
2,Food,"Also, the breakfast was amazing, fresh and handmade! Especially vegetarian version with humus. The cook is great, and all staff was very kind and helpful.",,0,Yes,,Yes,,,,Yes
2,Facility,"We had a really pleasant stay!, although not big,",not_big_hotel,1,Yes,,Yes,,,,Yes
2,Facility,"We had a really pleasant stay!, although not big,",,0,Yes,,Yes,,,,Yes
2,Facility,"We had a really pleasant stay!, although not big,",,0,Yes,,Yes,,,,Yes
2,Facility,"We had a really pleasant stay!, although not big,",,0,Yes,,Yes,,,,Yes
2,Facility,"We had a really pleasant stay!, although not big,",,0,Yes,,Yes,,,,Yes
2,Facility,"We had a really pleasant stay!, although not big,",,0,Yes,,Yes,,,,Yes
2,Facility,"We had a really pleasant stay!, although not big,",,0,Yes,,Yes,,,,Yes
2,Facility,"We had a really pleasant stay!, although not big,",,0,Yes,,Yes,,,,Yes
2,Facility,"We had a really pleasant stay!, although not big,",,0,Yes,,Yes,,,,Yes
2,Facility,"We had a really pleasant stay!, although not big,",,0,Yes,,Yes,,,,Yes
2,Facility,"We had a really pleasant stay!, although not big,",,0,Yes,,Yes,,,,Yes
2,Facility,"We had a really pleasant stay!, although not big,",,0,Yes,,Yes,,,,Yes
2,Facility,"We had a really pleasant stay!, although not big,",,0,Yes,,Yes,,,,Yes
2,Facility,"We had a really pleasant stay!, although not big,",,0,Yes,,Yes,,,,Yes
2,Facility,"We had a really pleasant stay!, although not big,",,0,Yes,,Yes,,,,Yes
2,Facility,"I like hotels with a family atmosphere, cozy and not big,",family_atmosphere_hotel,1,Yes,,Yes,,,,Yes
2,Facility,"I like hotels with a family atmosphere, cozy and not big,",cozy_hotel,1,Yes,,Yes,,,,Yes
2,Facility,"I like hotels with a family atmosphere, cozy and not big,",not_big_hotel,1,Yes,,Yes,,,,Yes
2,Facility,"I like hotels with a family atmosphere, cozy and not big,",,0,Yes,,Yes,,,,Yes
2,Facility,"I like hotels with a family atmosphere, cozy and not big,",,0,Yes,,Yes,,,,Yes
2,Facility,"I like hotels with a family atmosphere, cozy and not big,",,0,Yes,,Yes,,,,Yes
2,Facility,"I like hotels with a family atmosphere, cozy and not big,",,0,Yes,,Yes,,,,Yes
2,Facility,"I like hotels with a family atmosphere, cozy and not big,",,0,Yes,,Yes,,,,Yes
2,Facility,"I like hotels with a family atmosphere, cozy and not big,",,0,Yes,,Yes,,,,Yes
2,Facility,"I like hotels with a family atmosphere, cozy and not big,",,0,Yes,,Yes,,,,Yes
2,Facility,"I like hotels with a family atmosphere, cozy and not big,",,0,Yes,,Yes,,,,Yes
2,Facility,"I like hotels with a family atmosphere, cozy and not big,",,0,Yes,,Yes,,,,Yes
2,Facility,"I like hotels with a family atmosphere, cozy and not big,",,0,Yes,,Yes,,,,Yes
2,Facility,"I like hotels with a family atmosphere, cozy and not big,",,0,Yes,,Yes,,,,Yes
2,Facility,"I like hotels with a family atmosphere, cozy and not big,",,0,Yes,,Yes,,,,Yes
2,Off,"We had a really pleasant stay!, I recommend it",,0,Yes,,Yes,,,,Yes
2,Off,"We had a really pleasant stay!, I recommend it",,0,Yes,,Yes,,,,Yes
2,Off,"We had a really pleasant stay!, I recommend it",,0,Yes,,Yes,,,,Yes
2,Off,"We had a really pleasant stay!, I recommend it",,0,Yes,,Yes,,,,Yes
2,Off,"We had a really pleasant stay!, I recommend it",,0,Yes,,Yes,,,,Yes
2,Off,"We had a really pleasant stay!, I recommend it",,0,Yes,,Yes,,,,Yes
2,Off,"We had a really pleasant stay!, I recommend it",,0,Yes,,Yes,,,,Yes
2,Off,"We had a really pleasant stay!, I recommend it",,0,Yes,,Yes,,,,Yes
2,Off,"We had a really pleasant stay!, I recommend it",,0,Yes,,Yes,,,,Yes
2,Off,"We had a really pleasant stay!, I recommend it",,0,Yes,,Yes,,,,Yes
2,Off,"We had a really pleasant stay!, I recommend it",,0,Yes,,Yes,,,,Yes
2,Off,"We had a really pleasant stay!, I recommend it",,0,Yes,,Yes,,,,Yes
2,Off,"We had a really pleasant stay!, I recommend it",,0,Yes,,Yes,,,,Yes
2,Off,"We had a really pleasant stay!, I recommend it",,0,Yes,,Yes,,,,Yes
2,Off,"We had a really pleasant stay!, I recommend it",,0,Yes,,Yes,,,,Yes
3,Location,the location is great and near the airport. bus stop is very close.,great_location,1,Yes,,Yes,,,,Yes
3,Location,the location is great and near the airport. bus stop is very close.,near_airport,1,Yes,,Yes,,,,Yes
3,Location,the location is great and near the airport. bus stop is very close.,close_to_bus_stop,1,Yes,,Yes,,,,Yes
3,Location,the location is great and near the airport. bus stop is very close.,,0,Yes,,Yes,,,,Yes
3,Location,the location is great and near the airport. bus stop is very close.,,0,Yes,,Yes,,,,Yes
3,Location,the location is great and near the airport. bus stop is very close.,,0,Yes,,Yes,,,,Yes
3,Location,the location is great and near the airport. bus stop is very close.,,0,Yes,,Yes,,,,Yes
3,Location,the location is great and near the airport. bus stop is very close.,,0,Yes,,Yes,,,,Yes
3,Location,the location is great and near the airport. bus stop is very close.,,0,Yes,,Yes,,,,Yes
3,Location,the location is great and near the airport. bus stop is very close.,,0,Yes,,Yes,,,,Yes
3,Location,the location is great and near the airport. bus stop is very close.,,0,Yes,,Yes,,,,Yes
3,Location,the location is great and near the airport. bus stop is very close.,,0,Yes,,Yes,,,,Yes
3,Location,the location is great and near the airport. bus stop is very close.,,0,Yes,,Yes,,,,Yes
3,Location,the location is great and near the airport. bus stop is very close.,,0,Yes,,Yes,,,,Yes
3,Location,the location is great and near the airport. bus stop is very close.,,0,Yes,,Yes,,,,Yes
4,Staff,Great stuff,great_staff,1,Yes,,Yes,,,,Yes
4,Staff,Great stuff,,0,Yes,,Yes,,,,Yes
4,Staff,Great stuff,,0,Yes,,Yes,,,,Yes
4,Staff,Great stuff,,0,Yes,,Yes,,,,Yes
4,Staff,Great stuff,,0,Yes,,Yes,,,,Yes
4,Staff,Great stuff,,0,Yes,,Yes,,,,Yes
4,Staff,Great stuff,,0,Yes,,Yes,,,,Yes
4,Staff,Great stuff,,0,Yes,,Yes,,,,Yes
4,Staff,Great stuff,,0,Yes,,Yes,,,,Yes
4,Staff,Great stuff,,0,Yes,,Yes,,,,Yes
4,Staff,Great stuff,,0,Yes,,Yes,,,,Yes
4,Staff,Great stuff,,0,Yes,,Yes,,,,Yes
4,Staff,Great stuff,,0,Yes,,Yes,,,,Yes
4,Staff,Great stuff,,0,Yes,,Yes,,,,Yes
4,Staff,Great stuff,,0,Yes,,Yes,,,,Yes
4,Price,Great Quality/price,great_quality,1,Yes,,Yes,,,,Yes
4,Price,Great Quality/price,great_price,1,Yes,,Yes,,,,Yes
4,Price,Great Quality/price,,0,Yes,,Yes,,,,Yes
4,Price,Great Quality/price,,0,Yes,,Yes,,,,Yes
4,Price,Great Quality/price,,0,Yes,,Yes,,,,Yes
4,Price,Great Quality/price,,0,Yes,,Yes,,,,Yes
4,Price,Great Quality/price,,0,Yes,,Yes,,,,Yes
4,Price,Great Quality/price,,0,Yes,,Yes,,,,Yes
4,Price,Great Quality/price,,0,Yes,,Yes,,,,Yes
4,Price,Great Quality/price,,0,Yes,,Yes,,,,Yes
4,Price,Great Quality/price,,0,Yes,,Yes,,,,Yes
4,Price,Great Quality/price,,0,Yes,,Yes,,,,Yes
4,Price,Great Quality/price,,0,Yes,,Yes,,,,Yes
4,Price,Great Quality/price,,0,Yes,,Yes,,,,Yes
4,Price,Great Quality/price,,0,Yes,,Yes,,,,Yes
4,Room,Clean,clean_room,1,Yes,,Yes,,,,Yes
4,Room,Clean,,0,Yes,,Yes,,,,Yes
4,Room,Clean,,0,Yes,,Yes,,,,Yes
4,Room,Clean,,0,Yes,,Yes,,,,Yes
4,Room,Clean,,0,Yes,,Yes,,,,Yes
4,Room,Clean,,0,Yes,,Yes,,,,Yes
4,Room,Clean,,0,Yes,,Yes,,,,Yes
4,Room,Clean,,0,Yes,,Yes,,,,Yes
4,Room,Clean,,0,Yes,,Yes,,,,Yes
4,Room,Clean,,0,Yes,,Yes,,,,Yes
4,Room,Clean,,0,Yes,,Yes,,,,Yes
4,Room,Clean,,0,Yes,,Yes,,,,Yes
4,Room,Clean,,0,Yes,,Yes,,,,Yes
4,Room,Clean,,0,Yes,,Yes,,,,Yes
4,Room,Clean,,0,Yes,,Yes,,,,Yes
5,Room,Clean and modern with very comfortable beds,clean_room,1,Yes,,Yes,,,,Yes
5,Room,Clean and modern with very comfortable beds,modern_room,1,Yes,,Yes,,,,Yes
5,Room,Clean and modern with very comfortable beds,comfortable_bed,1,Yes,,Yes,,,,Yes
5,Room,Clean and modern with very comfortable beds,,0,Yes,,Yes,,,,Yes
5,Room,Clean and modern with very comfortable beds,,0,Yes,,Yes,,,,Yes
5,Room,Clean and modern with very comfortable beds,,0,Yes,,Yes,,,,Yes
5,Room,Clean and modern with very comfortable beds,,0,Yes,,Yes,,,,Yes
5,Room,Clean and modern with very comfortable beds,,0,Yes,,Yes,,,,Yes
5,Room,Clean and modern with very comfortable beds,,0,Yes,,Yes,,,,Yes
5,Room,Clean and modern with very comfortable beds,,0,Yes,,Yes,,,,Yes
5,Room,Clean and modern with very comfortable beds,,0,Yes,,Yes,,,,Yes
5,Room,Clean and modern with very comfortable beds,,0,Yes,,Yes,,,,Yes
5,Room,Clean and modern with very comfortable beds,,0,Yes,,Yes,,,,Yes
5,Room,Clean and modern with very comfortable beds,,0,Yes,,Yes,,,,Yes
5,Room,Clean and modern with very comfortable beds,,0,Yes,,Yes,,,,Yes
5,Location,in a very convenient location. An easy stroll to numerous nice restaurants and a great beach.,convenient_location,1,Yes,,Yes,,,,Yes
5,Location,in a very convenient location. An easy stroll to numerous nice restaurants and a great beach.,easy_stroll_to_nice_restaurant,1,Yes,,Yes,,,,Yes
5,Location,in a very convenient location. An easy stroll to numerous nice restaurants and a great beach.,easy_stroll_to_great_beach,1,Yes,,Yes,,,,Yes
5,Location,in a very convenient location. An easy stroll to numerous nice restaurants and a great beach.,,0,Yes,,Yes,,,,Yes
5,Location,in a very convenient location. An easy stroll to numerous nice restaurants and a great beach.,,0,Yes,,Yes,,,,Yes
5,Location,in a very convenient location. An easy stroll to numerous nice restaurants and a great beach.,,0,Yes,,Yes,,,,Yes
5,Location,in a very convenient location. An easy stroll to numerous nice restaurants and a great beach.,,0,Yes,,Yes,,,,Yes
5,Location,in a very convenient location. An easy stroll to numerous nice restaurants and a great beach.,,0,Yes,,Yes,,,,Yes
5,Location,in a very convenient location. An easy stroll to numerous nice restaurants and a great beach.,,0,Yes,,Yes,,,,Yes
5,Location,in a very convenient location. An easy stroll to numerous nice restaurants and a great beach.,,0,Yes,,Yes,,,,Yes
5,Location,in a very convenient location. An easy stroll to numerous nice restaurants and a great beach.,,0,Yes,,Yes,,,,Yes
5,Location,in a very convenient location. An easy stroll to numerous nice restaurants and a great beach.,,0,Yes,,Yes,,,,Yes
5,Location,in a very convenient location. An easy stroll to numerous nice restaurants and a great beach.,,0,Yes,,Yes,,,,Yes
5,Location,in a very convenient location. An easy stroll to numerous nice restaurants and a great beach.,,0,Yes,,Yes,,,,Yes
5,Location,in a very convenient location. An easy stroll to numerous nice restaurants and a great beach.,,0,Yes,,Yes,,,,Yes
6,Room,The room was exceptionally clean with a really comfortable bed,clean_room,1,Yes,,Yes,,,,Yes
6,Room,The room was exceptionally clean with a really comfortable bed,comfortable_bed,1,Yes,,Yes,,,,Yes
6,Room,The room was exceptionally clean with a really comfortable bed,,0,Yes,,Yes,,,,Yes
6,Room,The room was exceptionally clean with a really comfortable bed,,0,Yes,,Yes,,,,Yes
6,Room,The room was exceptionally clean with a really comfortable bed,,0,Yes,,Yes,,,,Yes
6,Room,The room was exceptionally clean with a really comfortable bed,,0,Yes,,Yes,,,,Yes
6,Room,The room was exceptionally clean with a really comfortable bed,,0,Yes,,Yes,,,,Yes
6,Room,The room was exceptionally clean with a really comfortable bed,,0,Yes,,Yes,,,,Yes
6,Room,The room was exceptionally clean with a really comfortable bed,,0,Yes,,Yes,,,,Yes
6,Room,The room was exceptionally clean with a really comfortable bed,,0,Yes,,Yes,,,,Yes
6,Room,The room was exceptionally clean with a really comfortable bed,,0,Yes,,Yes,,,,Yes
6,Room,The room was exceptionally clean with a really comfortable bed,,0,Yes,,Yes,,,,Yes
6,Room,The room was exceptionally clean with a really comfortable bed,,0,Yes,,Yes,,,,Yes
6,Room,The room was exceptionally clean with a really comfortable bed,,0,Yes,,Yes,,,,Yes
6,Room,The room was exceptionally clean with a really comfortable bed,,0,Yes,,Yes,,,,Yes
6,Off,We only stayed over night before heading to the airport.,,0,Yes,,Yes,,,,Yes
6,Off,We only stayed over night before heading to the airport.,,0,Yes,,Yes,,,,Yes
6,Off,We only stayed over night before heading to the airport.,,0,Yes,,Yes,,,,Yes
6,Off,We only stayed over night before heading to the airport.,,0,Yes,,Yes,,,,Yes
6,Off,We only stayed over night before heading to the airport.,,0,Yes,,Yes,,,,Yes
6,Off,We only stayed over night before heading to the airport.,,0,Yes,,Yes,,,,Yes
6,Off,We only stayed over night before heading to the airport.,,0,Yes,,Yes,,,,Yes
6,Off,We only stayed over night before heading to the airport.,,0,Yes,,Yes,,,,Yes
6,Off,We only stayed over night before heading to the airport.,,0,Yes,,Yes,,,,Yes
6,Off,We only stayed over night before heading to the airport.,,0,Yes,,Yes,,,,Yes
6,Off,We only stayed over night before heading to the airport.,,0,Yes,,Yes,,,,Yes
6,Off,We only stayed over night before heading to the airport.,,0,Yes,,Yes,,,,Yes
6,Off,We only stayed over night before heading to the airport.,,0,Yes,,Yes,,,,Yes
6,Off,We only stayed over night before heading to the airport.,,0,Yes,,Yes,,,,Yes
6,Off,We only stayed over night before heading to the airport.,,0,Yes,,Yes,,,,Yes
7,Off,great,,0,Yes,,Yes,,,,Yes
7,Off,great,,0,Yes,,Yes,,,,Yes
7,Off,great,,0,Yes,,Yes,,,,Yes
7,Off,great,,0,Yes,,Yes,,,,Yes
7,Off,great,,0,Yes,,Yes,,,,Yes
7,Off,great,,0,Yes,,Yes,,,,Yes
7,Off,great,,0,Yes,,Yes,,,,Yes
7,Off,great,,0,Yes,,Yes,,,,Yes
7,Off,great,,0,Yes,,Yes,,,,Yes
7,Off,great,,0,Yes,,Yes,,,,Yes
7,Off,great,,0,Yes,,Yes,,,,Yes
7,Off,great,,0,Yes,,Yes,,,,Yes
7,Off,great,,0,Yes,,Yes,,,,Yes
7,Off,great,,0,Yes,,Yes,,,,Yes
7,Off,great,,0,Yes,,Yes,,,,Yes
8,Location,nice location,nice_location,1,Yes,,Yes,,,,Yes
8,Location,nice location,,0,Yes,,Yes,,,,Yes
8,Location,nice location,,0,Yes,,Yes,,,,Yes
8,Location,nice location,,0,Yes,,Yes,,,,Yes
8,Location,nice location,,0,Yes,,Yes,,,,Yes
8,Location,nice location,,0,Yes,,Yes,,,,Yes
8,Location,nice location,,0,Yes,,Yes,,,,Yes
8,Location,nice location,,0,Yes,,Yes,,,,Yes
8,Location,nice location,,0,Yes,,Yes,,,,Yes
8,Location,nice location,,0,Yes,,Yes,,,,Yes
8,Location,nice location,,0,Yes,,Yes,,,,Yes
8,Location,nice location,,0,Yes,,Yes,,,,Yes
8,Location,nice location,,0,Yes,,Yes,,,,Yes
8,Location,nice location,,0,Yes,,Yes,,,,Yes
8,Location,nice location,,0,Yes,,Yes,,,,Yes
8,Staff,lovely personal,lovely_staff,1,Yes,,Yes,,,,Yes
